EMPRESA,ORIGEM,DESTINO,ANO,MES,TARIFA_MEDIA,ASSENTOS,PASS_PAGOS,ROTA
TAM,BVB,SDU,2022,9,233.99,114,86,BVB-SDU
GLO,PVH,CGR,2024,9,207.22,116,84,PVH-CGR
TAM,GYN,REC,2022,12,537.65,184,50,GYN-REC
GLO,GRU,FOR,2022,9,313.58,171,137,GRU-FOR
TAM,PVH,NAT,2022,1,1207.98,135,146,PVH-NAT
TAM,SDU,NVT,2023,8,316.81,124,119,SDU-NVT
VBL,FLN,FLN,2024,11,377.27,132,139,FLN-FLN
AZU,THE,MCZ,2024,5,795.36,160,55,THE-MCZ
AZU,PMW,REC,2023,1,451.8,141,75,PMW-REC
TAM,MCP,MAO,2023,3,1440.56,119,163,MCP-MAO
GLO,CGR,FOR,2022,2,499.03,111,88,CGR-FOR
TAM,THE,SSA,2022,5,358.66,186,150,THE-SSA
AZU,SSA,SLZ,2024,9,382.49,178,104,SSA-SLZ
TAM,BEL,RBR,2023,3,724.51,113,72,BEL-RBR
TAM,POA,GRU,2024,10,431.82,143,188,POA-GRU
GLO,BSB,PMW,2024,12,236.65,181,90,BSB-PMW
TAM,CGB,VCP,2023,9,677.56,108,73,CGB-VCP
AZU,PVH,CGH,2023,3,512.16,106,72,PVH-CGH
TAM,SDU,PVH,2024,7,400.5,112,129,SDU-PVH
TAM,PMW,POA,2022,10,295.65,162,163,PMW-POA
AZU,BEL,BEL,2022,11,824.24,151,90,BEL-BEL
TAM,VCP,BVB,2024,5,388.6,179,112,VCP-BVB
TAM,BEL,MCZ,2023,1,354.21,133,109,BEL-MCZ
TAM,POA,CGH,2022,4,654.56,108,175,POA-CGH
GLO,BVB,FLN,2023,7,280.96,118,188,BVB-FLN
GLO,BSB,GYN,2024,6,1206.82,146,151,BSB-GYN
TAM,POA,NAT,2024,2,398.24,132,177,POA-NAT
GLO,GIG,PMW,2022,2,478.65,103,171,GIG-PMW
GLO,BSB,BSB,2024,10,353.18,121,84,BSB-BSB
TAM,GIG,AJU,2024,8,695.17,182,148,GIG-AJU
PAM,MAO,SSA,2023,10,367.13,136,160,MAO-SSA
GLO,CGB,THE,2022,4,414.91,186,76,CGB-THE
PAM,JPA,REC,2022,12,803.56,195,185,JPA-REC
TAM,CGR,CWB,2023,11,1120.59,137,183,CGR-CWB
GLO,AJU,GRU,2024,3,365.12,182,158,AJU-GRU
GLO,BEL,CGR,2024,10,433.39,169,170,BEL-CGR
TAM,AJU,GIG,2024,1,242.53,194,114,AJU-GIG
GLO,CNF,CWB,2023,2,1334.94,188,69,CNF-CWB
TAM,FLN,SDU,2022,3,308.06,135,175,FLN-SDU
GLO,GYN,AJU,2024,6,1134.14,198,150,GYN-AJU
GLO,CGB,VCP,2022,11,631.05,113,183,CGB-VCP
TAM,CGH,CGB,2022,4,466.01,155,136,CGH-CGB
GLO,GYN,MCP,2022,7,664.77,136,104,GYN-MCP
AZU,CGH,CGB,2024,10,543.18,103,139,CGH-CGB
VBL,AJU,AJU,2024,12,605.99,160,85,AJU-AJU
VBL,REC,CNF,2022,11,282.77,113,148,REC-CNF
GLO,RBR,NAT,2023,2,839.91,185,140,RBR-NAT
GLO,POA,BVB,2023,2,283.17,194,128,POA-BVB
VBL,MCZ,CGH,2024,8,304.38,180,170,MCZ-CGH
AZU,PVH,GIG,2022,12,236.54,131,131,PVH-GIG
AZU,PVH,SLZ,2022,3,473.96,194,54,PVH-SLZ
VBL,MCP,VCP,2023,11,934.9,169,140,MCP-VCP
TAM,FLN,FOR,2023,6,951.96,125,94,FLN-FOR
VBL,JPA,CGR,2022,12,713.67,180,145,JPA-CGR
TAM,CGR,CGH,2024,12,226.7,135,99,CGR-CGH
GLO,JPA,SSA,2022,1,884.28,106,50,JPA-SSA
GLO,BSB,NVT,2023,11,573.68,103,96,BSB-NVT
TAM,GIG,FLN,2023,11,362.58,111,78,GIG-FLN
AZU,NAT,RBR,2023,6,1107.52,130,52,NAT-RBR
VBL,NAT,NVT,2023,7,666.8,156,62,NAT-NVT
TAM,NVT,FLN,2022,3,148.36,136,60,NVT-FLN
TAM,CNF,CGB,2022,7,683.55,184,163,CNF-CGB
GLO,GYN,RBR,2022,7,240.27,138,116,GYN-RBR
TAM,REC,FLN,2024,9,155.87,100,84,REC-FLN
TAM,AJU,PMW,2024,2,596.17,118,118,AJU-PMW
TAM,BSB,MCP,2024,4,329.54,199,182,BSB-MCP
AZU,BVB,FOR,2024,5,1667.47,131,95,BVB-FOR
TAM,BVB,MCP,2023,2,314.73,190,115,BVB-MCP
GLO,RBR,SSA,2024,6,530.17,187,71,RBR-SSA
GLO,GYN,NVT,2022,4,507.83,160,62,GYN-NVT
AZU,BSB,POA,2023,9,1421.34,121,141,BSB-POA
AZU,GIG,SDU,2023,11,119.84,138,148,GIG-SDU
GLO,FOR,VCP,2022,1,423.8,130,53,FOR-VCP
GLO,NAT,GRU,2023,6,228.13,179,189,NAT-GRU
VBL,AJU,PVH,2023,4,617.57,125,172,AJU-PVH
VBL,GIG,FLN,2022,12,208.83,171,103,GIG-FLN
AZU,CWB,SLZ,2023,6,1038.87,176,55,CWB-SLZ
GLO,CNF,NAT,2024,10,843.21,162,137,CNF-NAT
AZU,BSB,MCZ,2022,1,907.94,164,87,BSB-MCZ
GLO,SSA,VCP,2022,5,466.5,183,88,SSA-VCP
TAM,GYN,RBR,2022,3,683.31,126,187,GYN-RBR
VBL,FOR,CGB,2024,4,524.08,185,53,FOR-CGB
GLO,MAO,GIG,2024,10,715.44,103,109,MAO-GIG
GLO,NVT,MCP,2022,5,688.94,119,95,NVT-MCP
GLO,CWB,GRU,2022,11,241.7,138,145,CWB-GRU
TAM,PVH,CWB,2022,6,468.77,121,129,PVH-CWB
TAM,PMW,SDU,2022,4,677.89,160,133,PMW-SDU
GLO,MCZ,MCZ,2024,4,647.86,199,55,MCZ-MCZ
GLO,NAT,MCZ,2024,9,268.83,113,166,NAT-MCZ
AZU,BVB,POA,2022,8,1705.05,185,156,BVB-POA
AZU,FOR,MCZ,2023,10,553.26,154,180,FOR-MCZ
PAM,SSA,CGR,2023,5,379.65,111,139,SSA-CGR
GLO,FOR,PVH,2023,5,645.98,180,64,FOR-PVH
TAM,NVT,FLN,2023,12,189.76,158,97,NVT-FLN
AZU,NAT,THE,2023,3,1135.67,115,181,NAT-THE
GLO,NAT,NVT,2022,1,414.29,187,63,NAT-NVT
VBL,CWB,CNF,2022,12,290.81,157,92,CWB-CNF
TAM,AJU,GYN,2023,10,413.15,136,108,AJU-GYN
GLO,RBR,GYN,2024,1,717.05,143,89,RBR-GYN
TAM,BSB,REC,2023,8,420.35,156,134,BSB-REC
AZU,BSB,CGH,2022,5,652.55,154,136,BSB-CGH
TAM,CGB,CGR,2022,12,521.48,114,109,CGB-CGR
TAM,NAT,THE,2022,5,651.01,195,188,NAT-THE
TAM,FLN,CGR,2023,11,1024.26,107,59,FLN-CGR
TAM,CWB,BSB,2023,8,384.63,112,122,CWB-BSB
GLO,BVB,JPA,2022,9,640.92,126,123,BVB-JPA
GLO,JPA,NAT,2022,1,417.11,119,182,JPA-NAT
TAM,BSB,PVH,2024,1,581.38,112,66,BSB-PVH
GLO,JPA,MCP,2023,5,843.4,120,164,JPA-MCP
GLO,CGB,VCP,2022,5,204.74,146,180,CGB-VCP
TAM,SDU,SSA,2024,3,370.62,126,111,SDU-SSA
AZU,MCP,FOR,2024,2,1101.24,122,103,MCP-FOR
TAM,SSA,SDU,2023,12,482.68,196,174,SSA-SDU
AZU,GRU,VCP,2024,1,506.83,178,130,GRU-VCP
AZU,SDU,MAO,2022,2,189.29,193,125,SDU-MAO
TAM,NAT,BSB,2022,10,806.1,158,80,NAT-BSB
AZU,CGH,FOR,2023,12,637.54,137,117,CGH-FOR
TAM,BEL,NAT,2024,11,605.5,178,121,BEL-NAT
GLO,POA,CGB,2023,10,995.31,195,71,POA-CGB
TAM,GRU,CGB,2023,9,373.15,197,82,GRU-CGB
AZU,MCP,FOR,2023,9,295.47,170,153,MCP-FOR
GLO,FLN,REC,2023,1,127.24,106,187,FLN-REC
AZU,CGB,JPA,2023,3,568.86,133,184,CGB-JPA
GLO,BEL,JPA,2022,9,262.77,111,161,BEL-JPA
TAM,GRU,CGR,2022,2,677.26,114,85,GRU-CGR
TAM,NVT,VCP,2023,4,484.07,108,98,NVT-VCP
TAM,MCZ,SDU,2022,2,512.73,193,116,MCZ-SDU
GLO,BVB,VCP,2024,10,514.03,193,181,BVB-VCP
AZU,FLN,PVH,2024,11,564.74,154,146,FLN-PVH
GLO,NAT,POA,2024,9,815.06,164,104,NAT-POA
AZU,SSA,RBR,2024,7,185.48,153,145,SSA-RBR
GLO,NVT,BVB,2022,2,300.42,102,69,NVT-BVB
GLO,SDU,PMW,2024,1,568.61,167,171,SDU-PMW
GLO,CGB,SLZ,2022,2,297.44,126,91,CGB-SLZ
GLO,MCP,GRU,2023,4,422.54,114,122,MCP-GRU
GLO,FOR,AJU,2022,4,650.94,164,188,FOR-AJU
TAM,SSA,CGR,2022,1,444.08,133,108,SSA-CGR
AZU,CWB,GRU,2022,6,684.85,141,99,CWB-GRU
GLO,GIG,GRU,2024,7,189.98,115,59,GIG-GRU
GLO,THE,REC,2023,1,610.38,196,102,THE-REC
TAM,GRU,NVT,2022,11,726.91,193,76,GRU-NVT
AZU,JPA,BVB,2022,10,364.3,181,97,JPA-BVB
GLO,CGB,GRU,2024,11,813.47,168,100,CGB-GRU
AZU,SSA,BVB,2023,9,787.3,168,107,SSA-BVB
TAM,MCZ,JPA,2024,10,1093.18,124,102,MCZ-JPA
TAM,REC,BVB,2023,2,1733.14,185,61,REC-BVB
VBL,CGR,AJU,2024,9,818.76,172,186,CGR-AJU
AZU,GRU,CGH,2024,1,926.15,139,53,GRU-CGH
VBL,NAT,CWB,2023,5,693.16,111,171,NAT-CWB
AZU,BVB,SDU,2024,7,787.06,163,80,BVB-SDU
GLO,POA,MAO,2024,10,306.34,186,147,POA-MAO
GLO,BVB,FOR,2023,9,483.06,158,129,BVB-FOR
AZU,SLZ,FOR,2024,10,625.45,143,95,SLZ-FOR
TAM,FOR,REC,2023,9,878.8,127,73,FOR-REC
TAM,CGB,RBR,2024,1,552.0,112,54,CGB-RBR
TAM,GIG,MCZ,2022,11,362.42,115,152,GIG-MCZ
TAM,PMW,CNF,2022,4,571.41,130,156,PMW-CNF
GLO,SLZ,PVH,2022,5,700.92,181,181,SLZ-PVH
VBL,CNF,JPA,2022,2,402.38,161,81,CNF-JPA
TAM,CNF,AJU,2022,10,920.72,135,150,CNF-AJU
VBL,GYN,SSA,2022,1,984.28,163,101,GYN-SSA
PAM,GRU,CNF,2024,8,749.6,177,163,GRU-CNF
TAM,CGR,GYN,2024,11,542.8,165,83,CGR-GYN
AZU,CWB,CGH,2023,2,417.85,113,138,CWB-CGH
VBL,GRU,CGH,2023,4,940.24,173,137,GRU-CGH
AZU,RBR,SSA,2022,6,585.1,146,124,RBR-SSA
GLO,FOR,MCZ,2023,6,572.21,156,95,FOR-MCZ
GLO,CGR,PVH,2024,7,464.65,146,145,CGR-PVH
AZU,GRU,BSB,2022,6,651.54,173,161,GRU-BSB
VBL,CNF,MCZ,2023,10,650.41,151,159,CNF-MCZ
TAM,POA,GYN,2022,3,1138.67,140,151,POA-GYN
AZU,REC,MAO,2024,5,304.33,146,181,REC-MAO
AZU,CGH,MCZ,2022,3,499.18,193,155,CGH-MCZ
TAM,GIG,CWB,2024,12,900.88,139,166,GIG-CWB
GLO,POA,CNF,2023,4,630.83,186,122,POA-CNF
AZU,POA,BSB,2023,10,641.59,111,160,POA-BSB
TAM,JPA,MCZ,2024,3,322.64,163,160,JPA-MCZ
TAM,GRU,GIG,2022,9,754.49,108,104,GRU-GIG
AZU,SLZ,CWB,2022,1,448.07,148,159,SLZ-CWB
AZU,GRU,SDU,2023,4,303.99,125,137,GRU-SDU
GLO,GRU,REC,2023,1,362.61,122,155,GRU-REC
GLO,CGR,MCP,2024,7,497.25,153,110,CGR-MCP
GLO,REC,BEL,2023,1,501.19,168,140,REC-BEL
GLO,RBR,GRU,2022,2,152.19,133,147,RBR-GRU
AZU,THE,GRU,2022,1,555.24,118,179,THE-GRU
TAM,BVB,CNF,2022,2,629.05,111,120,BVB-CNF
AZU,GRU,JPA,2023,4,387.69,105,69,GRU-JPA
AZU,CGB,BEL,2022,4,824.85,124,99,CGB-BEL
AZU,NVT,RBR,2024,8,517.6,129,167,NVT-RBR
PAM,MCZ,NAT,2023,4,404.04,199,162,MCZ-NAT
GLO,SDU,SDU,2023,10,172.91,125,115,SDU-SDU
GLO,CWB,NVT,2023,1,452.18,180,152,CWB-NVT
AZU,JPA,GIG,2022,3,491.12,112,148,JPA-GIG
PAM,BVB,AJU,2022,9,793.58,181,138,BVB-AJU
GLO,SSA,CGH,2023,1,224.45,115,158,SSA-CGH
GLO,NAT,RBR,2022,8,261.4,199,99,NAT-RBR
AZU,AJU,CNF,2023,8,709.47,193,126,AJU-CNF
VBL,SSA,GIG,2024,3,338.03,111,91,SSA-GIG
AZU,JPA,MAO,2024,3,430.33,128,54,JPA-MAO
GLO,FOR,PMW,2024,11,1226.74,120,136,FOR-PMW
VBL,NVT,MAO,2024,4,325.99,187,137,NVT-MAO
AZU,GRU,BVB,2023,7,202.81,137,99,GRU-BVB
TAM,NVT,REC,2024,11,576.7,160,66,NVT-REC
GLO,SDU,JPA,2022,3,308.31,199,130,SDU-JPA
TAM,SSA,GYN,2022,9,393.29,189,80,SSA-GYN
GLO,SSA,CWB,2022,12,651.72,148,155,SSA-CWB
AZU,FLN,PMW,2022,9,561.48,195,121,FLN-PMW
GLO,CWB,SSA,2023,2,465.91,199,93,CWB-SSA
GLO,BVB,GYN,2022,8,468.13,151,124,BVB-GYN
GLO,FOR,GYN,2024,6,530.67,185,179,FOR-GYN
GLO,MCP,JPA,2024,2,331.29,150,176,MCP-JPA
TAM,BSB,CWB,2024,12,745.57,182,89,BSB-CWB
AZU,CGR,PVH,2023,12,853.22,118,70,CGR-PVH
PAM,PMW,PMW,2022,10,415.94,121,53,PMW-PMW
GLO,BSB,JPA,2024,9,413.44,140,104,BSB-JPA
AZU,GIG,GIG,2024,7,350.49,104,78,GIG-GIG
TAM,SLZ,CGH,2024,2,369.96,118,79,SLZ-CGH
AZU,AJU,PMW,2023,7,266.5,167,176,AJU-PMW
GLO,CWB,AJU,2022,1,605.56,131,76,CWB-AJU
AZU,PMW,CGB,2023,2,398.64,182,130,PMW-CGB
TAM,CGH,MCZ,2022,5,846.67,178,95,CGH-MCZ
TAM,MCZ,FLN,2022,9,427.43,113,84,MCZ-FLN
TAM,NAT,CWB,2023,10,631.51,164,122,NAT-CWB
GLO,GIG,CWB,2023,4,349.5,171,103,GIG-CWB
AZU,FLN,MAO,2023,7,238.39,117,71,FLN-MAO
AZU,VCP,POA,2024,4,752.04,183,88,VCP-POA
GLO,THE,SLZ,2024,1,353.83,107,167,THE-SLZ
GLO,SDU,SDU,2022,9,462.34,182,58,SDU-SDU
TAM,CGB,CGB,2023,8,806.72,189,156,CGB-CGB
TAM,MCZ,FLN,2023,11,783.7,164,136,MCZ-FLN
PAM,BSB,BVB,2024,3,263.67,157,131,BSB-BVB
GLO,PMW,REC,2024,8,384.1,197,93,PMW-REC
AZU,PVH,BEL,2022,5,514.12,192,60,PVH-BEL
AZU,MCZ,RBR,2023,4,624.46,155,137,MCZ-RBR
AZU,FOR,GRU,2022,2,377.15,111,105,FOR-GRU
TAM,FOR,THE,2023,2,427.68,117,106,FOR-THE
TAM,GIG,CNF,2023,5,371.56,102,142,GIG-CNF
TAM,PVH,NAT,2024,4,351.6,103,74,PVH-NAT
VBL,GIG,JPA,2022,5,557.26,113,123,GIG-JPA
AZU,MAO,MCZ,2024,9,691.76,143,106,MAO-MCZ
TAM,BSB,RBR,2022,10,695.05,154,115,BSB-RBR
GLO,REC,BSB,2024,12,339.12,116,55,REC-BSB
GLO,BEL,SSA,2023,7,255.38,130,70,BEL-SSA
TAM,CGB,BEL,2022,9,388.12,195,52,CGB-BEL
PAM,FOR,CGR,2024,6,552.97,163,124,FOR-CGR
TAM,POA,BEL,2024,10,1136.53,180,167,POA-BEL
TAM,PVH,BVB,2023,11,1053.76,163,171,PVH-BVB
AZU,BSB,MCP,2022,11,839.98,145,183,BSB-MCP
GLO,CGR,CGR,2023,10,382.76,105,99,CGR-CGR
TAM,VCP,PVH,2023,12,265.35,177,76,VCP-PVH
AZU,AJU,BSB,2022,10,1323.98,174,159,AJU-BSB
TAM,CGH,CWB,2023,12,734.32,123,181,CGH-CWB
GLO,SDU,BVB,2022,4,1915.7,154,80,SDU-BVB
GLO,PVH,GRU,2023,11,407.65,124,114,PVH-GRU
TAM,MAO,CNF,2024,8,461.75,133,88,MAO-CNF
TAM,AJU,MAO,2023,9,151.37,148,187,AJU-MAO
TAM,MCZ,THE,2022,7,340.38,101,154,MCZ-THE
TAM,PMW,BSB,2022,12,935.52,181,140,PMW-BSB
AZU,BSB,MAO,2024,2,754.11,184,134,BSB-MAO
VBL,CWB,AJU,2024,7,1087.19,153,112,CWB-AJU
TAM,BVB,GRU,2023,10,421.44,103,157,BVB-GRU
GLO,POA,CGB,2022,6,589.84,195,149,POA-CGB
GLO,PVH,NAT,2024,4,159.32,140,144,PVH-NAT
GLO,NAT,FOR,2024,7,627.29,131,73,NAT-FOR
GLO,PVH,RBR,2022,6,288.87,141,145,PVH-RBR
TAM,CGH,CNF,2022,3,521.54,141,127,CGH-CNF
GLO,SLZ,CNF,2023,12,816.22,141,159,SLZ-CNF
TAM,VCP,GRU,2022,5,361.3,134,152,VCP-GRU
TAM,SSA,GIG,2022,1,1156.44,144,124,SSA-GIG
TAM,CNF,BVB,2024,2,555.26,188,69,CNF-BVB
GLO,GIG,BVB,2022,4,395.29,159,171,GIG-BVB
AZU,PVH,GIG,2022,6,639.93,119,119,PVH-GIG
TAM,MAO,REC,2023,6,431.79,186,155,MAO-REC
AZU,NAT,RBR,2023,9,189.39,132,64,NAT-RBR
GLO,BEL,AJU,2023,9,340.3,120,130,BEL-AJU
AZU,MAO,MAO,2023,4,424.68,153,153,MAO-MAO
VBL,BSB,NVT,2024,10,262.91,115,168,BSB-NVT
GLO,REC,RBR,2023,1,234.93,107,109,REC-RBR
VBL,BSB,AJU,2024,4,910.33,157,106,BSB-AJU
GLO,THE,PVH,2023,5,585.92,151,83,THE-PVH
GLO,NAT,NAT,2023,3,537.66,130,175,NAT-NAT
TAM,CGR,CGR,2022,2,312.18,120,118,CGR-CGR
GLO,AJU,SSA,2024,9,1032.34,148,172,AJU-SSA
TAM,CGB,JPA,2023,1,232.04,174,172,CGB-JPA
GLO,PMW,JPA,2022,7,153.87,104,128,PMW-JPA
AZU,JPA,VCP,2024,12,720.28,114,51,JPA-VCP
AZU,RBR,MCP,2024,3,711.83,109,154,RBR-MCP
GLO,MCP,BSB,2022,11,246.31,123,87,MCP-BSB
GLO,BSB,MCZ,2024,12,574.55,167,129,BSB-MCZ
VBL,THE,JPA,2023,4,836.41,152,73,THE-JPA
TAM,POA,THE,2024,9,572.75,157,102,POA-THE
AZU,VCP,VCP,2024,3,156.65,102,187,VCP-VCP
TAM,CGB,CNF,2024,8,476.96,113,59,CGB-CNF
GLO,MAO,CGR,2023,3,754.88,182,81,MAO-CGR
TAM,SSA,NVT,2024,4,187.25,138,87,SSA-NVT
AZU,PMW,GRU,2022,4,492.8,142,137,PMW-GRU
AZU,VCP,FOR,2023,2,149.9,182,115,VCP-FOR
TAM,MCZ,SLZ,2023,5,292.94,142,166,MCZ-SLZ
TAM,POA,CGR,2023,8,436.15,154,133,POA-CGR
GLO,CGB,AJU,2024,12,424.67,183,181,CGB-AJU
TAM,BVB,CGH,2022,1,335.29,109,97,BVB-CGH
AZU,VCP,FOR,2024,4,707.93,169,96,VCP-FOR
GLO,AJU,MAO,2024,11,494.75,153,181,AJU-MAO
GLO,THE,REC,2024,4,652.31,193,164,THE-REC
TAM,CGR,NVT,2024,1,853.77,184,140,CGR-NVT
TAM,THE,AJU,2022,7,916.62,105,127,THE-AJU
TAM,VCP,BEL,2022,4,282.32,197,133,VCP-BEL
AZU,MCZ,MAO,2023,4,568.63,125,176,MCZ-MAO
GLO,CGR,REC,2023,11,301.77,132,175,CGR-REC
TAM,CGR,FLN,2024,2,191.24,198,66,CGR-FLN
TAM,PVH,CNF,2024,3,458.31,181,102,PVH-CNF
AZU,SLZ,POA,2022,7,489.54,192,173,SLZ-POA
AZU,SLZ,CWB,2022,2,753.33,141,174,SLZ-CWB
TAM,CWB,PMW,2023,7,238.65,190,72,CWB-PMW
AZU,THE,POA,2023,2,413.14,149,172,THE-POA
AZU,SDU,CGR,2024,3,862.7,150,59,SDU-CGR
AZU,BSB,PMW,2024,6,154.43,131,87,BSB-PMW
GLO,CGB,BEL,2023,11,428.28,194,172,CGB-BEL
AZU,FOR,FLN,2023,7,194.38,186,151,FOR-FLN
VBL,GYN,GIG,2024,9,395.85,117,99,GYN-GIG
VBL,THE,GRU,2022,5,439.37,161,132,THE-GRU
PAM,BVB,CGR,2023,8,477.89,128,147,BVB-CGR
GLO,THE,CWB,2024,4,110.03,153,69,THE-CWB
AZU,SDU,CWB,2023,3,1104.24,191,55,SDU-CWB
GLO,MCZ,NVT,2024,10,822.2,164,179,MCZ-NVT
GLO,PVH,RBR,2023,3,668.83,132,75,PVH-RBR
GLO,PVH,CGH,2022,4,475.01,164,77,PVH-CGH
TAM,GIG,PMW,2022,8,378.86,160,161,GIG-PMW
AZU,AJU,CNF,2024,6,219.39,113,91,AJU-CNF
GLO,THE,CNF,2022,9,357.33,177,89,THE-CNF
GLO,BVB,MCZ,2023,1,534.37,141,82,BVB-MCZ
TAM,BEL,GYN,2023,11,586.33,193,130,BEL-GYN
GLO,NAT,SSA,2023,6,532.92,114,83,NAT-SSA
TAM,NAT,MCZ,2023,2,506.43,161,102,NAT-MCZ
GLO,BSB,FLN,2022,10,418.83,140,173,BSB-FLN
GLO,THE,FOR,2024,12,202.23,162,178,THE-FOR
AZU,GRU,THE,2022,9,207.5,136,163,GRU-THE
TAM,CGB,GIG,2023,3,1657.08,100,134,CGB-GIG
TAM,BSB,CNF,2022,8,648.02,146,70,BSB-CNF
AZU,SDU,SLZ,2023,5,362.85,140,145,SDU-SLZ
GLO,FLN,SDU,2023,11,527.11,179,82,FLN-SDU
AZU,BSB,CWB,2024,11,233.97,184,126,BSB-CWB
GLO,CNF,CNF,2022,3,322.29,111,134,CNF-CNF
GLO,GYN,MAO,2023,5,468.6,100,185,GYN-MAO
AZU,MCP,NAT,2022,2,828.55,166,187,MCP-NAT
GLO,RBR,BSB,2022,6,785.62,126,130,RBR-BSB
GLO,BEL,CGH,2024,8,266.7,170,109,BEL-CGH
TAM,GYN,BEL,2022,7,571.22,118,161,GYN-BEL
AZU,NAT,BVB,2023,8,587.41,149,103,NAT-BVB
AZU,GRU,CGR,2022,8,346.23,180,151,GRU-CGR
GLO,JPA,SDU,2022,4,2715.62,131,79,JPA-SDU
TAM,NAT,CGR,2022,12,712.38,141,141,NAT-CGR
GLO,BEL,CNF,2022,9,506.81,116,130,BEL-CNF
TAM,BSB,THE,2023,3,206.79,150,139,BSB-THE
AZU,BEL,SLZ,2022,5,262.68,180,65,BEL-SLZ
TAM,VCP,GYN,2024,12,668.48,139,82,VCP-GYN
GLO,NAT,CGB,2022,8,112.56,137,163,NAT-CGB
TAM,BEL,CWB,2023,3,881.61,177,102,BEL-CWB
VBL,MCP,PMW,2024,12,192.15,106,145,MCP-PMW
GLO,CGH,PVH,2024,5,398.78,131,128,CGH-PVH
AZU,CGB,RBR,2023,8,488.49,168,97,CGB-RBR
GLO,NAT,GIG,2024,12,756.1,179,103,NAT-GIG
AZU,CGB,REC,2022,4,614.76,150,108,CGB-REC
GLO,VCP,CWB,2023,7,827.47,173,120,VCP-CWB
TAM,BVB,RBR,2024,4,456.73,174,188,BVB-RBR
VBL,NVT,MAO,2022,2,786.55,162,159,NVT-MAO
GLO,SLZ,CNF,2024,9,537.08,180,147,SLZ-CNF
AZU,SLZ,NAT,2023,7,710.06,134,122,SLZ-NAT
GLO,CGB,CGH,2024,3,424.06,175,147,CGB-CGH
AZU,JPA,VCP,2024,2,464.09,107,157,JPA-VCP
GLO,PMW,MAO,2022,10,841.8,118,133,PMW-MAO
GLO,FOR,SDU,2022,4,371.5,190,74,FOR-SDU
AZU,CNF,FOR,2024,8,368.19,188,112,CNF-FOR
TAM,JPA,CGB,2023,5,563.49,111,100,JPA-CGB
GLO,SDU,THE,2022,8,499.75,142,100,SDU-THE
AZU,VCP,PVH,2024,9,313.17,141,178,VCP-PVH
TAM,GYN,THE,2024,10,439.37,121,164,GYN-THE
AZU,NAT,SDU,2024,8,761.2,152,51,NAT-SDU
AZU,CGH,GIG,2022,6,764.05,133,179,CGH-GIG
AZU,REC,FOR,2023,12,429.09,128,171,REC-FOR
TAM,PMW,SLZ,2024,3,579.51,199,59,PMW-SLZ
TAM,GRU,RBR,2022,5,382.26,140,87,GRU-RBR
TAM,CNF,PMW,2022,3,480.95,151,101,CNF-PMW
AZU,CGR,NAT,2022,10,348.21,154,165,CGR-NAT
GLO,GIG,GRU,2022,6,312.67,140,62,GIG-GRU
TAM,GIG,SLZ,2024,12,556.99,115,75,GIG-SLZ
PAM,CWB,MAO,2024,10,532.75,108,50,CWB-MAO
AZU,NAT,BEL,2022,6,846.68,110,186,NAT-BEL
TAM,MCZ,FLN,2022,10,1556.25,169,169,MCZ-FLN
TAM,JPA,PMW,2023,1,164.75,127,170,JPA-PMW
TAM,CWB,VCP,2024,5,474.92,105,91,CWB-VCP
GLO,FOR,AJU,2023,4,263.05,176,103,FOR-AJU
AZU,CGB,CGB,2024,4,1272.09,111,175,CGB-CGB
GLO,CGH,BSB,2022,3,860.93,107,107,CGH-BSB
VBL,PVH,REC,2022,11,424.11,167,87,PVH-REC
GLO,CGR,FLN,2024,3,1216.8,116,53,CGR-FLN
GLO,THE,BVB,2023,9,462.55,178,141,THE-BVB
GLO,RBR,JPA,2022,8,487.25,153,112,RBR-JPA
TAM,GYN,THE,2022,4,389.32,181,66,GYN-THE
GLO,JPA,GRU,2023,6,498.42,121,171,JPA-GRU
AZU,AJU,THE,2022,5,548.43,118,70,AJU-THE
TAM,FLN,JPA,2023,2,2475.47,193,77,FLN-JPA
TAM,POA,POA,2023,3,258.63,162,123,POA-POA
GLO,MCP,CGH,2024,7,581.08,143,187,MCP-CGH
GLO,CWB,BEL,2024,6,762.07,131,159,CWB-BEL
GLO,BEL,GYN,2023,1,624.76,121,99,BEL-GYN
AZU,PMW,BVB,2023,8,388.85,148,107,PMW-BVB
GLO,PVH,NVT,2023,10,503.53,194,100,PVH-NVT
AZU,MCP,THE,2023,5,649.14,149,129,MCP-THE
GLO,BVB,CGB,2024,6,498.54,192,157,BVB-CGB
AZU,MCZ,VCP,2024,8,603.0,196,184,MCZ-VCP
TAM,SLZ,GIG,2022,10,510.94,186,168,SLZ-GIG
TAM,CGB,POA,2023,5,232.24,102,109,CGB-POA
TAM,CGR,SLZ,2023,11,470.33,176,133,CGR-SLZ
AZU,BEL,CGB,2023,3,297.6,129,163,BEL-CGB
GLO,NAT,REC,2022,12,83.71,137,187,NAT-REC
AZU,PMW,NVT,2024,5,467.06,154,113,PMW-NVT
TAM,AJU,NVT,2024,5,762.57,169,157,AJU-NVT
TAM,THE,REC,2024,1,655.8,190,188,THE-REC
TAM,GRU,GRU,2023,1,407.79,129,121,GRU-GRU
TAM,MCP,FLN,2022,7,444.4,108,161,MCP-FLN
TAM,NVT,GYN,2023,7,1339.74,157,167,NVT-GYN
